content,gender_imputed
看你们自己的打算了，不要强求吧。,0
未婚人士表示不同意！万一你们掰了呢，万一……,0
个人觉得婚前同居还是很有必要的吧，两个人的生活习惯，习性之类都可以慢慢磨合。而且如果两个人真的喜欢，会想时刻见到对方啊，如果是在两个人都陌生的地方，很难不一起住,0
同居基本上只是为了省钱而已，没有什么高大上的理由，如果情侣俩人家离得很近，你看看他们需不需要同居，顶多都是定好日子了，双方家庭都确定好了，买房住一起而已所以同不同居，跟结不结婚，没关系，完全看俩人相处的状态,1
同居完没结婚，散了，怎么办？完了等同于二婚！,1
"看到有位答主的回答很好，看你""想不想""和""能不能""，我和我男朋友同居是很自然而然的，因为我们想我和我男朋友是大一就在一起了，毕业后选择在同一个城市工作，因为房租比较贵(南京的房价真不是吹的)选择住一起可以aa房租哈哈哈，他找工作比我先3个月，刚开始房租他出多一点，我出少一点加上买菜和水电费，后面我经济情况好了就aa了，对于钱这一块我们是比较合得来的，他是比较舍得为我花钱的那种，我是比较不好意思花他钱的那种，所以大家其实都花得差不多，总体他花在我身上的钱比我花在他身上的钱要多，但是两个人都很开心，没有负担。以前他逢年过节都是给我买小礼物，没有发过微信红包的，我会给他发红包，今年他520给我发了520块钱，我震惊了！问他为什么以前不发现在反而发，他说现在工作有钱了…这让我觉得，怎么说呢，这个男人，没有钱的时候会对你好，有钱的时候会对你更好从去年5月25号入住我们的第一个房子，到今年5月1号换了另一个房子，我们同居已经一年了吧算是，他今年4月底出差了，一待就好几个月的那种，到现在我也自己一个人住，要命了，我是那种很粘人的人，他月底准备换个新的工作了，不用出差可以陪我多一点说回同居这块吧，我们很少闹矛盾，本来没住一起前我还怕天天待一起会吵架呢，没想到甜甜蜜蜜，以至于我现在想想我们吵过几次架我都想不起来了，我觉得吧应该是我们都比较为对方着想吧。我是学医的，特怕死特怕身体出毛病，而我男朋友这个胖子真的我怕他胖到影响健康，各种管他吃东西，他每次都撒娇卖萌的各种混吃，我真的又爱又恨，等他这次出差回来逼他去跑步才行！他是程序员，经常熬夜加班啥的，没想到国企加班也这么严重，害！可能程序员这个职业就是这么秃头的吧，我比较心疼他。虽然他很忙，但他知道超过一天不联系我，我就不开心了，所以他一有空就会发信息给我，虽然住一起，但是他老是给我发些有的没的，我也会回他有的没的(我们的聊天记录真的极其幼稚且无趣哈哈哈，而且我们用qq聊不用微信聊，我问他为啥，他说因为qq有那个小火花微信没有，行趴你可爱你说了算)一开始住一起，兴致勃勃的去宜家去超市买了一大堆生活用品，食材，因为我以前吹过我厨艺很好哈哈哈，然后大家懂的，他手机里第二天多了很多做菜的app，每次他下厨我给他夸得天花乱坠，吃得干干净净，然后就有了他的名言:我发现做菜好简单好有成就感啊…不过我有空也会研究研究菜，因为我下班比他早，就煮好等他回来吃，我们是一个做菜，另一个就洗碗(如果我耍赖也可以他做菜他洗碗)偶尔他加班到很晚，我就自己吃晚饭我们会一起洗澡，洗澡的时候聊聊今天的工作，吐槽吐槽遇到的糟糕事，他会帮我涂沐浴露，我也会帮他洗头，这个幼稚鬼喜欢含一口冷水喷我身上，我直接把花洒水调冷往他身上浇(话说新搬的房子厕所很小，不能打闹了，只能乖乖洗澡)他出差前把家里冰箱都塞满了，水果和零食买好了，我还是在他不陪我睡的第一天失眠了，害！我真的太粘人了(现在已经习惯了，自己住也可以接受)虽然他每个月会回来几天陪我，但是还是不喜欢分开的感觉(毕竟，视频里的胖子我可捏不到啊)放些自己做的菜的照片吧，很多都是我们一起完成的住一起之后，我发现，我希望能一直和他生活，我家胖子也是这么想的",0
买件衣服还要试试合不合身，结婚这么大的事，为什么不试一试？,1
你知道同居被认为比结婚更有压力吗？许多人认为婚前同居的夫妻在婚姻中会更坎坷。同居是否是一个不错的选择这个问题的答案取决于你在哪里？你是否接受过婚前教育？你是否是第一次结婚？如果满足以上三点，那么离婚的几率是不会增加的。 有些研究人员认为同居在一起的夫妻离婚风险更大。● 他们对离婚的接受率更高。● 他们可能对婚姻不忠诚。● 他们可能会为了错误的原因结婚，例如来自家庭的压力或者有了孩子。● 他们可能认为他们了解婚姻的全部。● 他们过早的对婚姻期望过高或者过低。● 通常，他们解决冲突的技巧都不高。● 他们不能一起处理财务决策。 情侣决定同居的原因● 经济或者其他实际原因。● 想要一个长期承诺。● 方便。● 在结婚之前来一个试婚。● 对婚姻缺乏信心。● 逃离家庭。● 陪伴。 同居将面临的问题● 父母的反对。● 缺乏共同的目的。● 性别问题。● 分工的分歧。● 钱的问题。 同居之前要问自己的问题● 你们为什么要住在一起？● 你会担心同居可能会导致较高的离婚率吗？● 你为什么不想这个时候结婚？● 你有考虑过有一个同居协议吗？ 综合种种考虑，婚前同居在一定程度上是可以发现并且解决今后婚姻中的一些问题，但是从另外一方面来说，这样的举动也会给以后的婚姻造成很多的麻烦。所以总的来说，婚前同居是可以的，但是要考虑到以上的种种问题，如果还没有考虑清楚的话，就先不要鲁莽的开始同居。喜欢就点赞，有问题就私信,0
长时间的呆在一起，单居所的同居没有必要。但是可以一星期住在一起两三天，坚持一段时间，这种形式的同居我是赞同的。这种程度的婚前同居我让我感到非常舒适。既能了解对方，磨合生活，三观，性格。也为自己留下退路和去处。,0
婚前怎么能同居，要是婚前就同居，那婚后不得天天一起住？,1
确定“有没有必要”之前，先要搞清楚自己是怎么想的。我个人认为，作为终生伴侣，无论是思想上、生活习惯上，还是“夫妻生活和谐”的问题上，婚前都有必要作为重点去了解。而同居则是一种比较有效和全面的信息获取方式。很多持有传统思想的女性，会拒绝婚前同居。那么怎么办呢？我作出了取舍——放弃和任何持有传统思想的女性婚恋的可能，换取通过“同居”来相互了解彼此、避免因信息掌握不全面而导致婚后矛盾的机会。至于你，你可以像我一样直接放弃一部分婚恋的机会，或是选择承担因彼此了解不够全面而导致婚后矛盾乃至离婚的风险——至少我是不愿在这种大事上豪赌的。,1
有吧 看看对方跟你三观合不合 还有性生活是否和谐快乐,0
我认为很有必要！！！同居以前会觉得很尴尬  怎么能跟另外一个人生活在一起  自己那么多缺点   背上好多痘痘  拉屎  放屁什么的多不习惯   后来遇到了他   就是想一起 干啥都一起   完全就想搞个绳子把我绑在他身上   一定要把屁放在被窝然后自己跑掉  把他用被子包的紧紧的   哈哈哈哈  洗脚之后还要让他闻一下  验收一下脚脚干净没   同居之后我们经历了很多争吵   在争吵中我更加信任他  安全感也与日俱增  同居的磕磕绊绊两个人一起来解决简直太美好   经常沟通   经常可以亲吻  拥抱   幸福感直线飙升  他每天带我喜欢的路边摊回家   有时是臭豆腐  有时是烤面筋  还有鸡翅什么的   还带过花给我   他说路上看见好看 就想给我买  开心呀 偶尔突然冒出情话   有时候还因为各种别人的事  政治  文化两个人要争论好几个小时   一起窝着看电影  哭的稀里哗啦   哈哈哈  同居之后两个人更加默契   完全放飞自我   他老说我是窝里横   哈哈哈哈哈 同居只有一点不好   就是你对这个人的依赖大大的增加  同居的期间  我们也经历了一个月的异地恋   完全想他到不行(▼皿▼#)同居能让你更加了解对方   同居上瘾的话   那这辈子你就一定要紧紧的拉住他的手,0
个人认为，特别有必要。原因很简单，恋爱和结婚是两回事。有些人可以恋爱，但不能结婚，而婚前同居是避免婚后鸡飞狗跳的一个很好的方式。我见过婚前甜甜蜜蜜，整天秀恩爱的情侣，结婚后在柴米油盐酱醋茶中打得不可开交。生活习惯、家务分担、甚至饮食习惯都会成为争吵的来源。当然，还有一部分性生活不和谐的.......同居的目的并不是为了单纯的睡在一起；而是通过日常的生活，更能够看清一个人真实的一面，毕竟这个社会，衣冠禽兽太多了。,0
看完答案我终于明白了，我觉得我单身的原因，是因为没有女生愿意跟我同居。,1
如果双方都确定了想跟对方过一辈子的话，建议同居如果都只是谈恋爱玩玩，还是算了,0
有必要，个人观点：同居之后你才知道你要嫁（娶）的到底是人还是鬼，你的后半生值不值得交给他（她）同居就是在你跨入爱情坟墓之前，再给你一次选择机会。让你知道，你同居的时候，就能见识到，你婚后的生活是怎么样的。所以，同居是有必要的,1
婚前同居几个月，相当于试婚。同居状态下，认你平时伪装的再好，也会原形毕露。所以如果不想矛盾在婚后激发导致离婚，那么婚前试婚同居是非常必要的。,1
同居能暴露出很多生活上和生理上的习惯差异，好让你鉴别适不适合结婚。买食物有试吃，买车有试驾，所以试婚也请了解下，关键是对自己的人生负责啊。,1
嗯，非常有必要。不同居我怎么知道我前男友那方面实在是不行呢，说两分钟都是异常给面子了哈哈哈哈,0
有必要没同居过不介意女生要保护好自己，不要怀孕,0
有必要，在一起共同生活，才会真正的明白对方的生活状态、习惯是不是真正的适合自己。但同居必须要注意安全，有原则的去相处，去体验,0
额，怎么说呢，拿我身边的一对举个例子吧，我同事，额……她大一跟她男朋友谈，然后现在工作三年了，他们在一起买了房子，还没交房，还没领证，然后女方妈妈说让他们两先试婚，试婚是什么意思呢，就是共同生活，但是重点来了，只能白天，晚上再晚也必须回家，恩，这个操作，我觉得很棒，所以如果同居是共同居住的话，这个应该也算哈，连家长都觉得为了确保女儿的幸福，得先一起生活一段时间了，我觉得婚前同居是有必要的，但是切记晚上还是得回家哦,0
有，至少半年以上，要么就出去旅行，时间一个月左右的那种,0
有必要婚前同居。我倒是觉得婚前得至少同居三个月到一年之间，因为这个行为就相当于是试婚的过程，你看现在的离婚率那么高甚至越来越高。  前段时间在网上看到段子说见过最短的婚姻时常只有三分钟。特别是在咱们中国，自古以来就讲究的是从一而终，一心一意，中国古代开始就一直对婚姻大事看得很重，在国民意识中觉得不管任何原因而导致的离婚或者再婚都是不雅的甚至是可耻的。当然这不是说故意在这危言耸听，而只是分析了一下大家对婚姻的重视程度而已。婚前同居或者是试婚，只是为了更进一步让有意向走进婚姻的男女两人，进一步磨合，全方位的看清双方是否真的合适。处对象期间毕竟大家在潜意识里只是把自己比较好的一面展现给对方，而婚前同居的过程中，正是把双方最真实的一面展现给对方。再说了处对象就是两个人的事儿，最多的也就是两个人在各自的空闲时间在一起吃喝玩乐而已，在这个过程中如果双方任意一方的体验不好，都可以立刻马上终止男女之间的情侣对象关系，且不受约束及指责，很简单的一件事情。而婚姻则不同，婚姻则是法律保护的关系，受婚姻法的约束，且明确的规定了双方的义务以及责任。两个人进入婚姻之后也就进入到了柴米油盐酱醋茶，再说了婚姻是两个家庭的结合，两个独立的个体及家庭受环境，生活习惯，教育，工作及原生态家庭等等等等因素的影响，相较于处对象阶段会多了不止十倍的大小事儿。就拿生活中的鸡毛蒜皮的小事儿来说，男女双方对挤牙膏或者洗碗，再或者便后对马桶垫的处理都能成为矛盾的激发点，鸡毛蒜皮没小事儿一点也不是危言耸听。而婚前同居统统可以把各自最原始最真实的一面给对方，如果双方觉得对方的习惯或者真实一面彼此能磨合不是不可调节的矛盾那就可以进入婚姻。从而相信也会降低离婚率，以及让对方在领结婚证的时候双方说我愿意的时候也更真实，也是一种不管是对自己还是对对方都是一种负责任的表现。,0
觉得婚前同居这个问题和恋爱推迟发生关系的道理差不多。这里有之前写的文字。除此以外，婚前同居会让关系处在更加尴尬的地位，而且丧失了空间的美感和神秘感。恋爱嘛，就开开心心的享受快乐，不要过早体验柴米油盐，婚姻里有的是时间。该走的路每一步都不白走。男女恋爱为什么要把发生关系的节奏拉长一点,0
我买西瓜什么的时候，肯定都是看着很好吃，让商家称重准备付钱的时候才会说切下来一小块给我尝尝，而不是每次看到卖西瓜的就跟老板说尝一块。,1
重点强调，这个问题我觉得应该要慎重，换个角度考虑，如果你的女朋友，老婆之前跟别人同居过，我相信心里再强大的人也是承受不住的，男生也一样，日后新的伴侣也会有所意见同居这件事情要慎重，一定要考虑清楚对方是不是能给你未来，不要轻易同居，因为同居和平时谈恋爱不一样，很多对方的缺点就会暴露出来，所以建议多了解一下对方，再考虑同居，否则也容易出事,1
未婚不得同居，此乃传统道德,1
很有必要！不仅仅是提前考验两人的生活匹配度，更是提前了解一下两性生活的满意度，这也是很重要的一点！要不然那么多人出轨，好一部分都是性生活不和谐！,1
我儿子结婚前我会出钱让他和女朋友同居一年，如果同居后没有问题，两人接纳了对方，那么婚后出现大问题的概率就会低很多。 我和儿子他妈就同居了四年才结婚,1
很有必要。我不喜欢半夜不睡，上午不起，饭不按时吃。（又不是忙没时间吃饭！又不是不可以睡到中午，而是长期以往一直如此）一打游戏之前的约定全都不算数，疯狂抽烟不顾对方。还有这种人，积极认错，死不悔改，我是受不了，这是我最最最最最讨厌的男人。   无法接受这样生活习性的男人。,0
如果你是男性，我觉得有必要。如果你是女性，我建议你三思而后行。,1
非常有必要，结婚先试婚，避免将来离婚，损失更大,0
没有任何必要！真的想不明白了，国家几千年婚姻传统的延续，在短短几十年，甚至十几年中就成这样了。一边要求打破传统，一边又要求高额彩礼一边想着婚前同居，一边又要低龄小奶狗美其名曰：尝试。好不讽刺如果不是激进女权的猖獗，我觉得要求处女都不过分，现在只能说不能有同居经历，这真是女权的进步啊，啪啪啪（鼓掌）宽于律己，严于律人，很棒,1
婚前同居不同居都无所畏了，因为在这之前她(他)也许都与别人同居n次了。,1
我觉得有必要。有时一个人的真实的状态是在两人一起生活以后才暴露出来的。朋友跟男朋友同居之前，各种夸她男朋友体贴。结果同居以后，矛盾出现在生活的各个方面。家里为了省电，大夏天的不让开空调，或者开两个小时以后，等屋里稍微凉快一点就赶紧关上。朋友热到发慌，有时直接跑到图书馆，咖啡店呆着。不让朋友买衣服，买了以后就碎碎念好久，说衣服化妆品够多了，而且现在已经有了男朋友了，不需要那么用心打扮了。还有两人的消费观念真的差很多，朋友觉得好看，值的买的东西，在他男友看来就是浪费钱。平时大大咧咧买东西从来不看价格的人，现在被逼的买东西都要精打细算了。两个人同居之后，因为各种小事争吵不断。朋友每次都会找我来吐槽，但是男朋友一哄，基本上就屁颠屁颠的和好了。哼，一点原则都没有。希望她能幸福吧！,0
婚前同居与不同居，本质上没有解决你们的根本问题：你与他根本就不懂得什么是爱，只是在一起而已就当成了“爱”。如果你没有弄清楚这个问题的本质，我相信就算你再遇到一个适合的男生。充其量只是一个合租人而已！而不是爱人。婚后哪怕有小孩，你的婚姻也不会长久的，因为你没搞明白婚姻的含义是什么！婚姻是人类关系中最脆弱的一种情感状态。三观不符，如同浮沙建楼，倒塌只是迟早的事情。,0
只有同居才能看清一个人？？那这段位也真不怎么样，连绿茶都不如。。,1
虽然我不排斥婚前不同居或者盲盒式古代婚姻，但我还是不理解都这个年代了，不同居为什么就敢结婚，有人说这样说为了睡不同的人，可是如果不认识超过一年是不会同居的又怎么解释？？？又不是见到一个就说跟我同居吧，我们怎样怎样，而是真的彼此熟识的基础之上，感情牢固了，有意愿往婚姻关系发展了，测试两人生活匹配度的高低很多人说有一万种方法能测出来，你能测出来的是对方嘴巴里说的，而不是实际做的，你测量不出来他实际上多早起床多晚睡觉，也测量不出来他下班都做些什么事情，通过什么手段提升自己，也测量不出来他在你生病的时候是否会耐心照料你那些恋爱过程中的信誓旦旦在婚姻里就不堪一击等到生米煮成熟饭了再去后悔么？得给自己贴上一个离异的标签才认识到自己选择的错误么？非得两个人忍无可忍了闹得鸡飞狗跳才分手么？离婚率只高不低那些人结婚前真的慎重思考过自己要和什么样的人白头偕老么？有做好一辈子的准备了么？可以和那个人共同承担养育职责么？你确定那个人风风雨雨和你共担么？什么才是对自己负责，做最为慎重的决定就是对自己负责,0
谢邀。我喜欢五分熟的牛排，我认为牛排就应该是medium的，柔嫩多汁，水分锁的恰到好处，下刀的同时压迫一丝丝血水渗透出来，肉的纹理清晰可见，入口即溶的爽滑口感无可替代。但是大众一般吃到的牛肉也就是choice最多prime级别，我见识有限，和能够顿顿神户牛肉的壕们唠不到一个锅里。吃着霜降牛肉刺身的人抬头告诉你，大理石纹理很漂亮，只有不加任何烹饪，才能得到属于食材本身大自然的力量。你敢听吗？你敢去生切了自己手上那块超市19.8的肉眼吗？世界的真相就是，人类根本不能体会另外一些人类的处境和想法。这个世界还有一些角落，污水横流疟疾丛生，对于任何食材，最好还是完全烹煮熟透了再下口，当然也包括牛排，如果他们能够得到一块牛排的话。人和人的区别，比牛肉和牛肉大多了。所以，一个从盛世文明中走来，爹疼娘爱有事回家一哭就全能解决，容貌秀美从小后面跟着一群备胎的姑娘，和另一个来自边远小镇，收到的彩礼还得全给弟弟，父母早早物色好对象的姑娘，想要试试同居的成本，是完全不一样的。同样，你对面的男人，是忠厚老实，倒追时睡了可能就会娶回家的那种，还是阅尽千帆，带球都抓不住人上不了位的那种。只有自己判断。给别人指导要不要同居，不太具备参考价值，不同的阶级，不同的情况，不同的人生。根据我有限的见闻，有一些姑娘，她们聪明果断，识人有方，行动能力很强，遇到不合适的对象善于及时止损，无论有没有婚前同居，她们的结局大部分都不错。还有一些姑娘，并不清楚人生想要什么，也不清楚自己适合什么，随波逐流，遇到什么样的人都是命，这样的姑娘不光是谈恋爱要出问题，同居要出问题，结婚后也可能出问题的。人生路漫漫，如果把生命想象成一条横线，哪一段都有可能被雷劈，不是说有一种方法能保你安全无虞走完全程。婚姻是一个重大决策，就像其他考学，出国，就业所有的人生重大决策一样。同居的意思就是，我们多接触看看，我投入一定的试错成本，也享受由此带来的信息增加和其他价值（相爱的人在一起生活也有很多乐趣）。唯一的提醒是，如果这笔交易砸了，能不能承担失去的风险。就像选错了专业，你会不会转行？这个单位不顺心，要将就还是要另谋高就？这件事上，每个人都应该心脏强大点，沉没的就沉没，应该往前看，找更好的人，更好的生活。但是另一面，有些姑娘说，我不在乎情趣是否相投，生活习惯是否一致，结婚了我就嫁鸡随鸡，但是我不能接受婚前性生活，我就是觉得要结婚才可以才完美，我接受不了可能鸡飞蛋打的风险，那就也好，按你想的去做。输不起的人，永远不要上赌桌。这是一个佛系的回答。以上都是废话，如果一定要对这个问题表态，我毫无疑问站，需要同居。因为有些人吧，你不近距离的观察一下，真的不知道ta是人是鬼。把姑娘换成小哥哥也同样适用的。以上。,0
必须同居，不能不知根知底？,1
"我还是保守型，不同意，假设我有女儿的话。相信在当今社会，很多人会说我是""榆木脑袋，不开窍""，什么时代了，还这么封建，各人有各人的想法，不可强求一致，无所谓对与错，我是这么想的:女人这辈子最珍贵的是青春时代，也就十来年的光景，谈恋爱是最值得刻骨铭心的时刻，很多女孩被男人的甜言蜜语稀里糊涂失了身，最后悔之晚矣，也许一辈子的幸福就葬送了，兴许运气好，别人不讲较你与别人婚前同居，但相信大多数男人并没有那么大度，心中始终迈不过心里的那个梗，必然导致气头上忍不住说出事实语言，伤害夫妻感情，并且婚前同居，万一怀孕，对女方伤害更大，如万一结不了婚，流产可能导致女方终身不孕，留下终身的遗憾，永远失去做母亲的资格。诚然，婚前同居也有好的一方面，通过朝夕相处，可以更快了解对方的优缺点，个人好恶及身体健康等，但同时带来的隐患也很多，权衡下利弊，我还是不赞同婚前同居，人说:""谈恋爱要長，结婚要慢，离婚要快""是有道理的。一家之言，不喜勿喷，仅供参考！",0
婚前同居这件事情，可以选择，但是尽量就不要加上“必要”两个字了。一旦成为必须要做的事情，那么对于不赞成“婚前同居”的人来说，又该怎么办呢？毕竟对于“婚前同居”，无论是赞成还是反对，都没有错，个人的自由罢了。因为“婚前同居”肯定是有弊有利的事情，有的人更多的是获利，有的人更多的是受伤。“婚前同居”可以带来的积极影响是：在婚前更深入的了解彼此，如果能够提前暴露彼此潜在的问题更是一件好事，毕竟婚前分手所付出的代价是要远远的小于婚后离婚的，而逃避问题肯定不是一个很好的选择。如果婚前同居的过程中，彼此是比较幸福的，那么这样的情况下不如婚姻，婚后能够幸福的可能性，也会更高。如果婚前同居就很不幸福，那么婚后估计也很难幸福，不如及时止顺。“婚前同居”可以带来的消极影响是：如果同居之后又分手了，之后的伴侣或许介意这件事情。特别是对于女性来说，同居肯定也意味着婚前性行为，如果女性选择了一个不够合适的伴侣，可能会导致未婚先孕等情况，女性是比较容易受伤的。所以，女性在婚前同居这件事情上，应该更加的慎重一些。祝好~,1
新月才初上，心随你远方，回头路太漫长，鸟儿生来为成双 又何必挡，爱是朝朝暮暮的相守，是你的温柔，爱是岁岁年年的等候，等你的回眸，爱是生生死死的情咒，不想解的愁，爱是反反复复的不休，从不问是否。有必要喔，但前提彼此都是靠谱的成年人,0
最近有同事说现阶段他们新婚夫妻之间最大的问题就是—不知道怎么同房ORZ同居不一定同床，我见过男女朋友同居的是两房一厅的，也有住上下铺的。,0
我以前很赞成同居一段看看，因为不一起住住，很多不和谐的地方都发现不了。但是同居舒服了，就不会考虑结婚了。我生活在一线城市，结婚的成本比同居高很多。,0
我觉得还是有必要的。而且，为啥总把这个往开车方向想啊。就想想大学室友阿，一起住和就只白天外面见面一起玩感受到的是很不一样的的啊。不然为啥那么多吐槽室友之类的，不就是一起住发现了别人不知道的槽点嘛。当然，也不仅仅有槽点，还有很多闪光点。我们是会换寝室，就是之前不一起住的同学之后会一起住。玩的很好的同学，几年来我在脑海中已经有了一个大致印象是什么样子的，但是换到一个宿舍住以后发现和想的还是有很大的出入的，就一个月不到就认识了一个更全面的人，这些是之前几年一起玩上下学所发现不了的。就是更生活化的人，而不仅仅是一个收拾好了出门面向外界的人。,0
我大学舍友就是 出去光鲜照人 在宿舍邋遢死了,1
婚前不建议同居，特别是女孩子，伤害很大。除非情投意合，办了证，也积极准备婚房等。,0
1，同居前是女神同居后发现她有脚臭，半夜打鼾，衣服从来不收拾乱堆，晚上睡觉不刷牙，姨妈巾随意扔。满地都是她头发不收拾。2，同居前是男神同居后发现他打鼾，脚臭，袜子乱扔，被子床单半年不换，喜欢看AV，辣鸡乱丢，烟头乱扔。3，同居前是不满意对方同居后发现对方很有情调，做的一手好菜，生活环境打理的很精致，房间收拾整洁干净。所以，同居会让你发现一个人的很多细节，优点有之，缺点有之。,1
